Node	RCore
P00388	0
P00385	0
P01233	0
P00386	0
P01232	0
P00383	0
P01231	0
P01230	0
P00384	0
P00381	0
P00382	0
P00380	0
P01229	0
P01228	0
P01227	0
P01226	0
P00378	0
P00379	0
P01225	0
P00376	0
P01224	0
P01223	0
P00377	0
P00374	0
P01222	0
P00375	0
P01221	0
P01264	0
P01263	0
P01262	0
P01260	0
P01259	0
P01258	0
P01257	0
P01256	0
P01255	0
P01254	0
P01253	0
P01252	0
P01251	0
P01250	0
P01249	0
P01247	0
P00398	0
P01246	0
P01245	0
P00399	0
P00396	0
P01244	0
P00397	0
P01243	0
P01286	0
P01285	0
P01284	0
P01283	0
P01282	0
P01281	0
P01280	0
P01279	0
P01278	0
P01277	0
P01276	0
P01275	0
P01274	0
P01273	0
P01271	0
P01270	0
P01269	0
P01268	0
P01267	0
P03000	0
P03001	0
P01266	0
P03002	0
P06959	0
P01299	0
P01298	0
P01297	0
P01296	0
P01295	0
P01294	0
P01293	0
P01292	0
P01291	0
P01290	0
P01289	0
P01288	0
P01287	0
P00790	0
P00309	0
P00307	0
P00308	0
P02968	0
P00305	0
P00789	0
P02967	0
P00306	0
P00303	0
P00787	0
P02966	0
P00788	0
P00304	0
P02965	0
P00785	0
P00301	0
P02964	0
P00302	0
P00786	0
P02963	0
P00783	0
P00784	0
P00300	0
P00781	0
P02960	0
P00782	0
P00780	0
P02959	0
P02958	0
P02957	0
P00778	0
P00779	0
P02956	0
P00776	0
P02954	0
P00777	0
P02953	0
P00774	0
P00775	0
P02952	0
P02951	0
P00772	0
P00773	0
P00770	0
P00771	0
P02991	0
G06893	0
P02990	0
G06892	0
G06895	0
G06894	0
G06891	0
G06890	0
G06897	0
G06896	0
G06899	0
G06898	0
P00329	0
P00327	0
P02989	0
P00328	0
P00325	0
P02988	0
P02987	0
P00326	0
P02986	0
P00323	0
P02985	0
P00324	0
P00321	0
P02984	0
P02983	0
P00322	0
P02982	0
P02981	0
P00320	0
P02980	0
G06882	0
G06881	0
G06884	0
G06880	0
G06889	0
G06886	0
G06885	0
G06888	0
G06887	0
P00318	0
P00319	0
P00316	0
P02979	0
P00317	0
P02977	0
P00314	0
P00798	0
P00799	0
P02976	0
P00315	0
P02975	0
P00796	0
P00312	0
P00797	0
P02974	0
P00313	0
P00310	0
P02973	0
P00794	0
P02972	0
P00311	0
P00795	0
P00792	0
P02970	0
P00793	0
G04692	0
P00350	0
G04693	0
P00351	0
G04694	0
G04690	0
G04691	0
G06879	0
G06878	0
G04696	0
G04697	0
G04699	0
P00349	0
P00347	0
P00348	0
P00345	0
P00346	0
P00343	0
P00344	0
P00341	0
P00342	0
P00340	0
G04682	0
G04683	0
G04684	0
G04689	0
G04685	0
G04686	0
G04688	0
P00338	0
P00339	0
P00336	0
P02999	0
P00337	0
P02998	0
P00334	0
P02997	0
P00335	0
P02996	0
P02995	0
P00332	0
P02994	0
P00333	0
P00330	0
P02993	0
P02992	0
P00331	0
P00372	0
P01220	0
P00373	0
G04671	0
P00370	0
P00371	0
G04674	0
G04675	0
G04676	0
P01219	0
P01218	0
P00369	0
P01217	0
P01216	0
P00367	0
P01215	0
P01214	0
P00368	0
P01213	0
P00365	0
P00366	0
P01212	0
P01211	0
P00363	0
P01210	0
P00364	0
P00361	0
P00362	0
P00360	0
P01209	0
P01208	0
P01207	0
P01206	0
P00358	0
P00359	0
P01205	0
P01204	0
P00356	0
P01203	0
P00357	0
P00354	0
P01202	0
P00355	0
P01200	0
P00352	0
P06018	0
P06017	0
P06019	0
P00709	0
P00707	0
P00705	0
P00706	0
P00703	0
P00704	0
P00701	0
P00702	0
P06021	0
P00700	0
P06020	0
P06023	0
P06022	0
P06025	0
P06024	0
P06027	0
P06026	0
P06029	0
P06028	0
P06030	0
P06032	0
P06031	0
P06034	0
P06033	0
P06036	0
P06035	0
P06038	0
P06037	0
P02909	0
P00729	0
P02908	0
P02907	0
P00727	0
P02906	0
P02905	0
P00728	0
P00725	0
P02904	0
P00726	0
P02903	0
P02902	0
P00723	0
P02901	0
P00724	0
P00721	0
P02900	0
P00722	0
P06001	0
P00720	0
P06000	0
P06003	0
P06002	0
P06005	0
P06004	0
P06007	0
P06006	0
P06009	0
P06008	0
P00718	0
P00719	0
P00716	0
P00717	0
P00714	0
P00715	0
P00712	0
P00713	0
P00710	0
P06010	0
P00711	0
P06012	0
P06011	0
P06013	0
P06016	0
P06015	0
G01581	0
G01580	0
P02929	0
P02928	0
P00749	0
P02927	0
P00747	0
P02926	0
P02925	0
P00748	0
P00745	0
P02924	0
P00746	0
P02923	0
P00743	0
P02922	0
P02921	0
P00744	0
P00741	0
P02920	0
P00742	0
P00740	0
G01571	0
G01575	0
G01574	0
G01572	0
G01579	0
G01576	0
P02919	0
P02918	0
P02917	0
P00738	0
P02916	0
P00739	0
P02915	0
P00736	0
P02914	0
P00737	0
P02913	0
P00734	0
P00735	0
P02912	0
P00732	0
P02911	0
P00730	0
P00731	0
P06039	0
G01563	0
G01568	0
G01566	0
G01565	0
G01569	0
P02948	0
P00769	0
P00767	0
P06041	0
P02946	0
P02945	0
P00768	0
P06040	0
P06043	0
P00765	0
P02944	0
P02943	0
P00766	0
P06042	0
P00763	0
P02941	0
P06044	0
P00764	0
P02940	0
P00761	0
P00762	0
P00760	0
G01550	0
G01559	0
P02939	0
G01558	0
P02938	0
P02937	0
P00758	0
P02936	0
P00759	0
P02935	0
P00756	0
P00757	0
P02934	0
P02933	0
P00754	0
P00755	0
P00752	0
P02931	0
P00753	0
P02930	0
P00750	0
P00751	0
P03146	0
P03147	0
P03148	0
P03149	0
P04480	0
P04481	0
P03150	0
P03151	0
P04482	0
P04483	0
P03152	0
P03153	0
P04484	0
P04485	0
P03154	0
P04486	0
P03155	0
P04487	0
P06664	0
P03156	0
P04488	0
P03157	0
P04489	0
P03158	0
P03159	0
P04490	0
P04491	0
P03160	0
P03161	0
P04492	0
P04493	0
P04494	0
P03163	0
P03164	0
P04495	0
P04496	0
P03165	0
P00099	0
P04498	0
P03167	0
P03124	0
P04455	0
P03125	0
P04456	0
P04457	0
P03126	0
P04458	0
P03127	0
P03128	0
P03129	0
P03130	0
P03131	0
P03132	0
P03133	0
P03134	0
P03135	0
P03136	0
P03137	0
P03138	0
P03139	0
P03140	0
P03141	0
P03142	0
P03143	0
P03144	0
P03145	0
P06216	0
P06215	0
P06699	0
P06218	0
P06217	0
P06219	0
P00909	0
P00907	0
P00908	0
P00905	0
P00906	0
P00903	0
P00902	0
P03190	0
P03191	0
P00900	0
P03192	0
P06221	0
P06220	0
P06223	0
P06222	0
P06225	0
P06224	0
P06227	0
P06226	0
P06229	0
P06230	0
P06232	0
P06231	0
P06234	0
P06233	0
P06236	0
P06235	0
P00929	0
P00927	0
P00928	0
P00925	0
P00926	0
P00923	0
P00924	0
P00921	0
P00922	0
P03170	0
P00920	0
P03173	0
P03175	0
P03176	0
P06209	0
P00918	0
P00919	0
P00916	0
P00917	0
P00914	0
P00915	0
P00912	0
P00913	0
P00910	0
P03180	0
P00911	0
P06210	0
P03184	0
P06212	0
P06211	0
P03188	0
P06214	0
P06213	0
P03189	0
P00031	0
P00032	0
P01361	0
G07002	0
P00030	0
P01360	0
G07000	0
G07001	0
P05726	0
P05729	0
P05728	0
P00028	0
P00029	0
P00026	0
P01358	0
P00027	0
P01357	0
P00024	0
P01356	0
P01355	0
P00025	0
P00022	0
P05730	0
P01354	0
P00023	0
P01353	0
P00020	0
P04400	0
P01352	0
P00021	0
P05731	0
P04401	0
P01351	0
P05734	0
P04402	0
